gender,age,type,collection,id,time,date,number,report,# words,Emotions,# Emotions,TSNE_x,TSNE_y,PCA_x,PCA_y,Kmean_Cluster_6,Kmean Cluster_2,2W_SA_label,2W_SA_score,6W_SA_dict
F,YA,series,Barb Sanders: baseline,b-baseline,1960-1997,1991-07-06,1881,"Now I'm in a room full of women. They are all talking and laughing. They throw dice. I am annoyed, perhaps tired and sleepy, and suggest that I throw the dice and if I win, they have to clear a quadrant of the room so I can have it to myself to sleep and have quiet. They are insulted but agree. I throw two big fluffy dice and I can't count the round black buttons correctly. At first it looks like 8 or 9. Then a woman says its 4 20's. That means I won. Someone suggests I go out and sleep in the hall, where one of the dice had rolled. I am agreeable; it's further from the noisy chatter; but I stay in the room and sleep on my quadrant that I won. I wish they'd quiet down so I could sleep (curled up on the floor.) [BL]",177,AN,1,-19.158028,34.392494,2.3177636,2.8412085,5,0,NEGATIVE,0.9757637977600098,"[[{'label': 'sadness', 'score': 0.0006356737576425076}, {'label': 'joy', 'score': 0.0007862909114919603}, {'label': 'love', 'score': 0.000366566120646894}, {'label': 'anger', 'score': 0.9972424507141113}, {'label': 'fear', 'score': 0.0007338775903917849}, {'label': 'surprise', 'score': 0.00023515243083238602}]]"
F,YA,series,Barb Sanders: baseline,b-baseline,1960-1997,1991-08-18,1923,"A woman is the boss. She tells us what to do. We volunteer to help at a store. It's been a hard day and I'm starting to go home. I pass a beat-up car in the grass and think I've seen that image before. Why am I seeing it again? It must mean something. Maybe I dreamed it. Another woman and I walk past (I'm in my wheelchair) the candy section in the store. She pulls off a box and opens it. I remember we get things for free because we work there. I say, ""Wait,"" and turn to look at the selections. I see the ice-cream section and wonder if there's any sugar-free ones. I see the cookie section. There's a machine. The boss woman put dough in it and huge, sticky rolls come out. They aren't quite done right, a bit doughy but still delicious. People are eating them. I try a bite, wondering if all that sugar will affect my irregular heart beat. The boss woman is crazy and goes off. I guess she dies. The other woman says to me, ""At least I talked Sweet Liberty from walking."" She felt proud of that. (Sweet liberty is a woman who is upset at the crazy boss woman and almost left.) I offer to help at the counter and the other woman says no, there's not much I can do, being disabled. All I could do would be the easy parts that everyone wants to do, like the cash register. I say, ""Now don't be too hasty. Let's check it out. I might be more help to you than you think."" [BL]",335,Missing,0,-15.522373,50.87054,-1.1021904,5.3107204,3,1,NEGATIVE,0.981624186038971,"[[{'label': 'sadness', 'score': 0.0005116525571793318}, {'label': 'joy', 'score': 0.9980410933494568}, {'label': 'love', 'score': 0.0006240562652237713}, {'label': 'anger', 'score': 0.0004370004462543875}, {'label': 'fear', 'score': 0.00017979253607336432}, {'label': 'surprise', 'score': 0.00020654818217735738}]]"
F,YA,series,Barb Sanders: baseline,b-baseline,1960-1997,1991-09-13,1948,"I am laying down in a car (station wagon type) with blankets and pillows like a bed. I realize that men are going to try and break in and I reach over to lock the doors. A man intends to hurt me. I get out of the car and run. They chase. I go into my house and try to lock doors. I call 911 and hide under the telephone table. The woman who answers the phone is a nurse. She's impersonal and taking her time. I ask her to tell the police to come to 837 A. Street. [the names Steven V and Victor, a feeling of lots of mean men are out to hurt me. [BL]",137,Missing,0,-20.447603,35.620617,2.0039513,3.1321113,3,0,NEGATIVE,0.9963654279708862,"[[{'label': 'sadness', 'score': 0.006716512609273195}, {'label': 'joy', 'score': 0.0005244508502073586}, {'label': 'love', 'score': 0.0002837694773916155}, {'label': 'anger', 'score': 0.9833801984786987}, {'label': 'fear', 'score': 0.008882765658199787}, {'label': 'surprise', 'score': 0.00021235804888419807}]]"
F,YA,series,Barb Sanders: baseline,b-baseline,1960-1997,1991-09-30,1959,"A man and a woman want to make love and are looking for a place where they can be private. A man hides in closets and the woman goes from closet to closet looking for him. She sees a boy coming to the closet to hang up his hats. This bothers her because he'll find their closet and interrupt. He goes in and is now in his own room. Three puppets are hung up on the hat rack. He's afraid of one of them because it has huge black circles for eyes and looks scary. He calls to his daddy who says there's nothing to worry about. Then the two male puppets are moving and talking. One turns to the other and wants to make love, so the other one becomes a ""female"" and they have sex. I feel orgasm. A voice says, ""That's OK, they are doing this because they are not really homosexual, they are both"" (meaning bi-sexual). [BL]",189,Missing,0,-27.862062,39.345074,-1.1464919,4.7943406,3,1,NEGATIVE,0.9905077219009399,"[[{'label': 'sadness', 'score': 0.000830675067845732}, {'label': 'joy', 'score': 0.0007886319071985781}, {'label': 'love', 'score': 0.0003542577615007758}, {'label': 'anger', 'score': 0.006841068156063557}, {'label': 'fear', 'score': 0.9906043410301208}, {'label': 'surprise', 'score': 0.0005810129223391414}]]"
F,YA,series,Barb Sanders: baseline,b-baseline,1960-1997,1991-10-09,1966,"I see my mother rushing to help Aunt Rosalie. My mother straightens up some clothes and puts them where she wants them, even though Rosalie has different ideas. My mother is pushy and controlling. I turn to Aunt Millie and say, ""She is so annoying."" Aunt Millie says, ""You should have seen her as we grew up!"" I see my mother's intense, determined, angry face and I think, ""How sad, that was my mother, my 'nurturing' part."" [BL]",102,Missing,0,-24.179731,56.7704,-3.2142506,5.4344215,3,1,NEGATIVE,0.9934945702552795,"[[{'label': 'sadness', 'score': 0.0013112074229866266}, {'label': 'joy', 'score': 0.0012417139951139688}, {'label': 'love', 'score': 0.00041723428876139224}, {'label': 'anger', 'score': 0.9961423277854919}, {'label': 'fear', 'score': 0.0007218893733806908}, {'label': 'surprise', 'score': 0.00016560299263801426}]]"
F,YA,series,Barb Sanders: baseline,b-baseline,1960-1997,1991-10-21,1971,"Mary is laying in the bathtub taking a bath. My bath chair is out and I am standing, intending to bathe standing and wondering if I'll be able to stand that long. Nancy comes in to scrub Mary's back and I sit on the toilet to have a watery bowel movement and hope it doesn't stink. I try to wipe myself and get some on my thumbnail. The sink is filled to overflowing. I rinse my thumb and continue to wipe my butt, which has streaks of it. Suddenly Mary yells, ""The Clinic,"" and gets up and runs so fast out of the bathroom that she doesn't even bother to open the door, she goes through the door, like she's a spirit or melts through it. I comment on that to Nancy, it is so amazing. Mary comes back very upset because she was right. She just missed her clinic appointment and it was so important. She's leaving for Mexico and wanted to know what to do if she got raped and they used knives to cut the inside of her vagina. I try to be helpful and suggest she can find some books on the subject at Paralandra's. It wouldn't be the same, but maybe it would help. [BL]",243,CO,1,-18.487371,57.117973,-4.568123,7.0209303,3,1,NEGATIVE,0.9879572987556458,"[[{'label': 'sadness', 'score': 0.5050128698348999}, {'label': 'joy', 'score': 0.01082527544349432}, {'label': 'love', 'score': 0.0019253453938290477}, {'label': 'anger', 'score': 0.13497765362262726}, {'label': 'fear', 'score': 0.3438223600387573}, {'label': 'surprise', 'score': 0.003436529077589512}]]"
F,YA,series,Barb Sanders: baseline,b-baseline,1960-1997,1991-11-17,1990,"I'm in a store looking at all the things. I see small dolls who are in wheel chairs. They are sort of Poster Kids all dressed up in pretty dresses as they are part of a choir that performs. I pick up one, a girl in a pink dress and in a manual chair. She is sort of alive. I put her back. I look at a picture of their choir director, a man with a motorcycle and brace on one leg and an amputated stump on the other. I go on looking at other things in the store. [BL]",113,Missing,0,-21.49487,34.680737,2.0361936,3.8212757,3,0,POSITIVE,0.9128000736236572,"[[{'label': 'sadness', 'score': 0.016807006672024727}, {'label': 'joy', 'score': 0.7247569561004639}, {'label': 'love', 'score': 0.00388089451007545}, {'label': 'anger', 'score': 0.04335018992424011}, {'label': 'fear', 'score': 0.1968308985233307}, {'label': 'surprise', 'score': 0.014374030753970146}]]"
F,YA,series,Barb Sanders: baseline,b-baseline,1960-1997,1991-11-18,1992,"My mother is fixing a huge special breakfast: eggs, pancakes, bacon, sweet rolls. I look forward to it and pick up the sweet rolls and put them in a pan on the burner to cook through. My mother speaks to me and I can't understand her for several tries. Finally I smile and say, ""OK, I'll get it, I should not have put the rolls on so soon."" I try to pick them up and they come apart. It's a mess. I am aware that I'm handling this situation differently than I usually do. I am more open and willing to admit a mistake and willing to try and fix it, rather than get all stubborn in my anger and shut down or snap back. [BL]",150,Missing,0,-24.567585,56.026676,-3.7783318,5.877728,3,1,NEGATIVE,0.9621571898460388,"[[{'label': 'sadness', 'score': 0.008199342526495457}, {'label': 'joy', 'score': 0.03161914274096489}, {'label': 'love', 'score': 0.0017810316057875752}, {'label': 'anger', 'score': 0.955098032951355}, {'label': 'fear', 'score': 0.002932954113930464}, {'label': 'surprise', 'score': 0.00036943936720490456}]]"
F,YA,series,Barb Sanders: baseline,b-baseline,1960-1997,1991-11-21,1995,"I am at a school dance with my younger sister Lydia, pretending I am her age of 13. A young man (like Nate or Larry of high school) is drawn to me and I play coquettish 13 years old. It's time to leave, and as I go down the stairs, I start to look and act a bit older (16 years or so) and he is very enticed. I wear a sweater combo like in the 1950's. He follows. I run, laughing to my car and tell Lydia to hurry. We get in and he comes to the driver's side and wants to talk. I roll the window (wet from rain) down a quarter of the way. The window is a barrier for closeness and he asks me to open it more. I slowly, flirtatiously do so until it is full open. He wants to kiss me and I want it too, but hold off because of my tender age. I tell him I'm going to Judy's house to meet friends. He could go there too. We drive away, and I go to Judy's house, without Lydia now. I greet some girlfriends and soon he comes in and asks me to dance. I agree and we begin a slow dance. He bends down to kiss me and I turn shyly away. ""I'm too young yet."" ""All right,"" he says, ""but don't let anyone else kiss you. Let me be the first."" I promise and we dance more closely, hugging; we know we are made for each other. [BL]",313,Missing,0,-17.252914,47.693592,-0.6652524,5.194626,3,1,POSITIVE,0.9950194358825684,"[[{'label': 'sadness', 'score': 0.002018177416175604}, {'label': 'joy', 'score': 0.017871849238872528}, {'label': 'love', 'score': 0.8876628279685974}, {'label': 'anger', 'score': 0.007904328405857086}, {'label': 'fear', 'score': 0.06373009830713272}, {'label': 'surprise', 'score': 0.02081277407705784}]]"
F,YA,series,Barb Sanders: baseline,b-baseline,1960-1997,1991-11-27,1998,"I am on the Star Trek Enterprise. I have been transported accidentally from this time period and have become psychic. I am in an elevator with Capt. Picard. Some drippy substance that is painful and corrosive lands on him. I rush him to my apartment and put him in the bathtub. He pulls me in, laughing, and I wash him off. And as I do this, he turns so he's facing me. He's on top of me and I feel his hard dick and at first he can't seem to get it in and I reach down and help him. Between us, we get him in and it feels marvelous. We joyfully make love. [BL]",135,Missing,0,-18.12343,39.743546,2.0058558,4.6952286,3,0,POSITIVE,0.9992688298225403,"[[{'label': 'sadness', 'score': 0.002069982001557946}, {'label': 'joy', 'score': 0.9817066788673401}, {'label': 'love', 'score': 0.0007099119247868657}, {'label': 'anger', 'score': 0.0014664006885141134}, {'label': 'fear', 'score': 0.004790444392710924}, {'label': 'surprise', 'score': 0.009256662800908089}]]"
